,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
239238,25-34,Oily,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239239,25-34,Combination,Pores,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239240,25-34,Combination,Acne,Tan,"Grape,Oat,Paeonia Lactiflora Root Extract"
239241,25-34,Dry,Dullness,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239242,25-34,Combination,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239243,18-24,Combination,Aging,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239244,18-24,Combination,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239245,25-34,Combination,Acne,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239246,18-24,Dry,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239247,18-24,Combination,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239249,18-24,Combination,Blackheads,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239251,18-24,Combination,Sensitivity,Olive,"Grape,Oat,Paeonia Lactiflora Root Extract"
239252,55-120,Dry,Acne,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239253,25-34,Dry,Aging,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239254,25-34,Dry,Aging,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239255,25-34,Combination,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239257,18-24,Dry,Blackheads,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239258,25-34,Normal,Acne,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239259,18-24,Normal,Aging,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239260,18-24,Normal,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239261,18-24,Oily,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239263,18-24,Combination,Acne,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239264,25-34,Combination,Acne,Porcelain,"Grape,Oat,Paeonia Lactiflora Root Extract"
239265,35-44,Combination,Sun damage,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239266,35-44,Dry,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239267,13-17,Combination,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239268,25-34,Dry,Acne,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239270,18-24,Combination,Dullness,Olive,"Grape,Oat,Paeonia Lactiflora Root Extract"
239271,25-34,Normal,Aging,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239273,18-24,Normal,Aging,Deep,"Grape,Oat,Paeonia Lactiflora Root Extract"
239274,25-34,Combination,Cellulite,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239275,18-24,Oily,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239277,25-34,Combination,Acne,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239279,25-34,Oily,Dullness,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239280,18-24,Combination,Dullness,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239281,25-34,Normal,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239282,18-24,Dry,Acne,Dark,"Grape,Oat,Paeonia Lactiflora Root Extract"
239283,25-34,Dry,Acne,Porcelain,"Grape,Oat,Paeonia Lactiflora Root Extract"
239285,25-34,Combination,Dark circles,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239287,25-34,Dry,Dullness,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239289,18-24,Combination,Acne,Olive,"Grape,Oat,Paeonia Lactiflora Root Extract"
239290,18-24,Combination,Dark circles,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239292,18-24,Normal,Aging,Tan,"Grape,Oat,Paeonia Lactiflora Root Extract"
239295,35-44,Combination,Aging,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239296,18-24,Oily,Acne,Tan,"Grape,Oat,Paeonia Lactiflora Root Extract"
239297,45-54,Combination,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239300,25-34,Combination,Aging,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239301,45-54,Combination,Acne,Tan,"Grape,Oat,Paeonia Lactiflora Root Extract"
239302,45-54,Normal,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239304,25-34,Combination,Acne,Dark,"Grape,Oat,Paeonia Lactiflora Root Extract"
239305,25-34,Normal,Aging,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239306,25-34,Oily,Acne,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239307,35-44,Combination,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239312,18-24,Normal,Dark circles,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239315,18-24,Combination,Acne,Porcelain,"Grape,Oat,Paeonia Lactiflora Root Extract"
239316,18-24,Normal,Blackheads,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239317,25-34,Normal,Aging,Olive,"Grape,Oat,Paeonia Lactiflora Root Extract"
239318,25-34,Combination,Redness,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239322,25-34,Combination,Acne,Olive,"Grape,Oat,Paeonia Lactiflora Root Extract"
239324,25-34,Combination,Dark circles,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239325,18-24,Combination,Acne,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239328,18-24,Combination,Acne,Tan,"Grape,Oat,Paeonia Lactiflora Root Extract"
239329,18-24,Combination,Cellulite,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239331,25-34,Dry,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239336,55-120,Dry,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239337,18-24,Dry,Aging,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239338,18-24,Oily,Acne,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239344,25-34,Dry,Blackheads,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239349,55-120,Normal,Calluses,Porcelain,"Grape,Oat,Paeonia Lactiflora Root Extract"
239351,18-24,Dry,Acne,Deep,"Grape,Oat,Paeonia Lactiflora Root Extract"
239353,55-120,Combination,Acne,Olive,"Grape,Oat,Paeonia Lactiflora Root Extract"
239355,25-34,Combination,Blackheads,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239357,25-34,Combination,Blackheads,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239360,35-44,Combination,Acne,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239361,55-120,Combination,Aging,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239363,18-24,Combination,Pores,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239364,35-44,Combination,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239368,55-120,Combination,Acne,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239370,25-34,Normal,Aging,Light,"Grape,Oat,Paeonia Lactiflora Root Extract"
239371,25-34,Dry,Dark circles,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239372,25-34,Normal,Sensitivity,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239373,25-34,Combination,Sun damage,Olive,"Grape,Oat,Paeonia Lactiflora Root Extract"
239376,25-34,Combination,Aging,Medium,"Grape,Oat,Paeonia Lactiflora Root Extract"
239377,55-120,Oily,Acne,Fair,"Grape,Oat,Paeonia Lactiflora Root Extract"
239378,25-34,Oily,Acne,Dark,"Grape,Oat,Paeonia Lactiflora Root Extract"
239379,18-24,Oily,Aging,Fair,"Soybean,Oat"
239380,25-34,Combination,Aging,Fair,"Soybean,Oat"
239381,25-34,Oily,Acne,Olive,"Soybean,Oat"
239382,25-34,Combination,Aging,Tan,"Soybean,Oat"
239383,18-24,Combination,Acne,Light,"Soybean,Oat"
239384,25-34,Combination,Aging,Light,"Soybean,Oat"
239385,25-34,Dry,Aging,Fair,"Soybean,Oat"
239387,18-24,Oily,Acne,Olive,"Soybean,Oat"
239389,18-24,Dry,Acne,Light,"Soybean,Oat"
239393,25-34,Dry,Aging,Porcelain,"Soybean,Oat"
239394,25-34,Dry,Aging,Light,"Soybean,Oat"
239395,18-24,Dry,Aging,Porcelain,"Soybean,Oat"
239396,25-34,Combination,Aging,Olive,"Soybean,Oat"
239397,18-24,Dry,Redness,Medium,"Soybean,Oat"
239399,35-44,Combination,Acne,Fair,"Soybean,Oat"
239402,25-34,Combination,Acne,Fair,"Soybean,Oat"
239406,35-44,Oily,Acne,Fair,"Soybean,Oat"
239407,18-24,Oily,Blackheads,Light,"Soybean,Oat"
239408,18-24,Combination,Acne,Fair,"Soybean,Oat"
239411,25-34,Combination,Aging,Medium,"Soybean,Oat"
239412,55-120,Oily,Blackheads,Medium,"Soybean,Oat"
239413,35-44,Normal,Uneven skin tones,Medium,"Soybean,Oat"
239414,25-34,Combination,Dark circles,Tan,"Soybean,Oat"
239417,18-24,Dry,Acne,Fair,"Soybean,Oat"
239418,25-34,Oily,Dark circles,Fair,"Soybean,Oat"
239420,13-17,Combination,Aging,Fair,"Soybean,Oat"
239422,35-44,Normal,Blackheads,Medium,"Soybean,Oat"
239424,18-24,Combination,Aging,Fair,"Soybean,Oat"
239425,18-24,Oily,Aging,Medium,"Soybean,Oat"
239426,45-54,Combination,Aging,Medium,"Soybean,Oat"
239427,55-120,Combination,Sun damage,Fair,"Soybean,Oat"
239428,55-120,Normal,Aging,Fair,"Soybean,Orange,Oat"
239429,25-34,Normal,Aging,Medium,"Soybean,Orange,Oat"
239430,25-34,Combination,Aging,Olive,"Soybean,Orange,Oat"
239431,25-34,Dry,Aging,Medium,"Soybean,Orange,Oat"
239432,18-24,Oily,Blackheads,Porcelain,"Soybean,Orange,Oat"
239433,25-34,Combination,Acne,Porcelain,"Soybean,Orange,Oat"
239434,18-24,Combination,Acne,Light,"Soybean,Orange,Oat"
239435,18-24,Dry,Aging,Fair,"Soybean,Orange,Oat"
239436,25-34,Dry,Aging,Light,"Soybean,Orange,Oat"
239437,25-34,Combination,Acne,Fair,"Soybean,Orange,Oat"
239439,18-24,Combination,Acne,Fair,"Soybean,Orange,Oat"
239440,18-24,Combination,Dark circles,Porcelain,"Soybean,Orange,Oat"
239441,25-34,Oily,Acne,Deep,"Soybean,Orange,Oat"
239442,25-34,Combination,Aging,Medium,"Soybean,Orange,Oat"
239443,25-34,Dry,Acne,Tan,"Soybean,Orange,Oat"
239444,13-17,Combination,Aging,Tan,"Soybean,Orange,Oat"
239445,18-24,Combination,Aging,Porcelain,"Soybean,Orange,Oat"
239446,25-34,Oily,Acne,Medium,"Soybean,Orange,Oat"
239447,25-34,Combination,Acne,Light,"Soybean,Orange,Oat"
239448,25-34,Normal,Aging,Fair,"Soybean,Orange,Oat"
239449,25-34,Combination,Dark circles,Medium,"Soybean,Orange,Oat"
239450,25-34,Combination,Acne,Tan,"Soybean,Orange,Oat"
239452,55-120,Normal,Blackheads,Medium,"Soybean,Orange,Oat"
239453,55-120,Normal,Aging,Light,"Soybean,Orange,Oat"
239454,18-24,Combination,Acne,Porcelain,"Soybean,Orange,Oat"
239455,18-24,Normal,Dark circles,Tan,"Soybean,Orange,Oat"
239456,25-34,Normal,Blackheads,Medium,"Soybean,Orange,Oat"
239457,55-120,Oily,Acne,Porcelain,"Soybean,Orange,Oat"
239458,25-34,Normal,Aging,Light,"Soybean,Orange,Oat"
239459,18-24,Combination,Acne,Medium,"Soybean,Orange,Oat"
239460,25-34,Normal,Dark circles,Medium,"Soybean,Orange,Oat"
239461,25-34,Combination,Blackheads,Medium,"Soybean,Orange,Oat"
239462,25-34,Combination,Acne,Deep,"Soybean,Orange,Oat"
239463,35-44,Combination,Acne,Fair,"Soybean,Orange,Oat"
239464,18-24,Combination,Redness,Light,"Soybean,Orange,Oat"
239465,25-34,Combination,Acne,Medium,"Soybean,Orange,Oat"
239467,25-34,Normal,Acne,Light,"Soybean,Orange,Oat"
239468,18-24,Normal,Sun damage,Medium,"Soybean,Orange,Oat"
239471,18-24,Oily,Acne,Light,"Soybean,Orange,Oat"
239473,25-34,Normal,Dullness,Tan,"Soybean,Orange,Oat"
239475,55-120,Dry,Aging,Medium,"Soybean,Orange,Oat"
239478,25-34,Normal,Aging,Tan,"Soybean,Orange,Oat"
239479,18-24,Combination,Aging,Tan,"Soybean,Orange,Oat"
239480,18-24,Normal,Aging,Deep,"Soybean,Orange,Oat"
239481,25-34,Oily,Acne,Light,"Soybean,Orange,Oat"
239482,18-24,Oily,Dullness,Fair,"Soybean,Orange,Oat"
239483,18-24,Normal,Aging,Porcelain,"Soybean,Orange,Oat"
239485,45-54,Combination,Acne,Medium,"Soybean,Orange,Oat"
239486,35-44,Combination,Aging,Tan,"Soybean,Orange,Oat"
239488,25-34,Normal,Aging,Olive,"Soybean,Orange,Oat"
239489,18-24,Normal,Aging,Light,"Soybean,Orange,Oat"
239491,25-34,Combination,Dark circles,Fair,"Soybean,Orange,Oat"
239494,45-54,Combination,Dark circles,Light,"Soybean,Orange,Oat"
239495,25-34,Combination,Aging,Fair,"Soybean,Orange,Oat"
239496,13-17,Oily,Aging,Light,"Soybean,Orange,Oat"
239498,55-120,Combination,Acne,Light,"Soybean,Orange,Oat"
239499,35-44,Combination,Acne,Medium,"Soybean,Orange,Oat"
239500,18-24,Dry,Acne,Medium,"Soybean,Orange,Oat"
239502,35-44,Combination,Aging,Light,"Soybean,Orange,Oat"
239503,13-17,Normal,Acne,Fair,"Soybean,Orange,Oat"
239506,18-24,Combination,Pores,Light,"Oat,Gluconolactone"
239519,55-120,Combination,Dark circles,Light,"Oat,Gluconolactone"
239524,13-17,Normal,Acne,Fair,"Oat,Gluconolactone"
239527,45-54,Combination,Blackheads,Fair,"Oat,Gluconolactone"
239528,55-120,Combination,Dullness,Medium,"Oat,Gluconolactone"
239533,45-54,Dry,Acne,Fair,"Oat,Gluconolactone"
239536,13-17,Oily,Acne,Deep,"Oat,Gluconolactone"
239540,25-34,Normal,Sensitivity,Medium,"Oat,Gluconolactone"
239546,18-24,Normal,Acne,Deep,"Oat,Gluconolactone"
239547,45-54,Oily,Acne,Medium,"Oat,Gluconolactone"
239548,18-24,Combination,Cuticles,Fair,"Oat,Gluconolactone"
239559,25-34,Oily,Aging,Deep,"Oat,Gluconolactone"
239561,25-34,Combination,Pores,Olive,"Oat,Gluconolactone"
239566,13-17,Dry,Dark circles,Light,"Oat,Gluconolactone"
239572,25-34,Dry,Blackheads,Tan,"Oat,Gluconolactone"
239582,25-34,Combination,Dullness,Tan,"Oat,Gluconolactone"
239597,18-24,Normal,Blackheads,Medium,"Oat,Gluconolactone"
239600,25-34,Combination,Cellulite,Olive,"Oat,Gluconolactone"
239604,18-24,Dry,Sensitivity,Olive,"Oat,Gluconolactone"
239611,13-17,Dry,Dullness,Medium,"Oat,Gluconolactone"
239616,25-34,Normal,Cuticles,Deep,"Oat,Gluconolactone"
239624,13-17,Dry,Sensitivity,Tan,"Oat,Gluconolactone"
239630,55-120,Dry,Blackheads,Medium,"Oat,Gluconolactone"
239633,18-24,Dry,Cuticles,Fair,"Oat,Gluconolactone"
239635,18-24,Normal,Dark circles,Ebony,"Oat,Gluconolactone"
239638,25-34,Oily,Dark circles,Olive,"Oat,Gluconolactone"
239644,25-34,Combination,Dullness,Dark,"Oat,Gluconolactone"
239649,45-54,Normal,Aging,Olive,"Oat,Gluconolactone"
239659,55-120,Dry,Sensitivity,Fair,"Oat,Gluconolactone"
239666,13-17,Dry,Acne,Porcelain,"Oat,Gluconolactone"
239679,18-24,Normal,Blackheads,Olive,"Oat,Gluconolactone"
239683,25-34,Dry,Redness,Medium,"Oat,Gluconolactone"
239684,18-24,Dry,Sun damage,Light,"Oat,Gluconolactone"
239695,25-34,Combination,Sun damage,Light,"Oat,Gluconolactone"
239696,55-120,Oily,Aging,Olive,"Oat,Gluconolactone"
239697,55-120,Dry,Aging,Medium,"Oat,Gluconolactone"
239717,18-24,Combination,Stretch marks,Medium,"Oat,Gluconolactone"
239719,35-44,Combination,Sensitivity,Light,"Oat,Gluconolactone"
239727,35-44,Combination,Dark circles,Tan,"Oat,Gluconolactone"
239740,55-120,Combination,Sun damage,Medium,"Oat,Gluconolactone"
239745,18-24,Normal,Blackheads,Fair,"Oat,Gluconolactone"
239753,55-120,Normal,Sun damage,Medium,"Oat,Gluconolactone"
239754,35-44,Combination,Blackheads,Olive,"Oat,Gluconolactone"
239762,45-54,Dry,Dark circles,Fair,"Oat,Gluconolactone"
239769,35-44,Dry,Acne,Tan,"Oat,Gluconolactone"
239793,25-34,Oily,Blackheads,Light,"Oat,Gluconolactone"
239813,55-120,Combination,Blackheads,Medium,"Oat,Gluconolactone"
239832,35-44,Dry,Blackheads,Medium,"Oat,Gluconolactone"
239836,13-17,Oily,Blackheads,Light,"Oat,Gluconolactone"
239839,18-24,Combination,Dark circles,Fair,"Oat,Gluconolactone"
239865,35-44,Dry,Sensitivity,Medium,"Oat,Gluconolactone"
239879,18-24,Oily,Dark circles,Medium,"Oat,Gluconolactone"
239882,18-24,Oily,Redness,Medium,"Oat,Gluconolactone"
239913,35-44,Combination,Dark circles,Olive,"Oat,Gluconolactone"
239940,35-44,Dry,Redness,Fair,"Oat,Gluconolactone"
239949,13-17,Combination,Dark circles,Medium,"Oat,Gluconolactone"
239954,35-44,Normal,Aging,Porcelain,"Oat,Gluconolactone"
239983,55-120,Dry,Acne,Fair,"Oat,Gluconolactone"
240011,25-34,Dry,Aging,Tan,"Oat,Gluconolactone"
240020,35-44,Combination,Cellulite,Light,"Oat,Gluconolactone"
240033,35-44,Normal,Dark circles,Light,"Oat,Gluconolactone"
240034,13-17,Combination,Aging,Porcelain,"Oat,Gluconolactone"
240045,25-34,Normal,Sun damage,Medium,"Oat,Gluconolactone"
240047,55-120,Normal,Aging,Light,"Oat,Gluconolactone"
240048,55-120,Normal,Sensitivity,Fair,"Oat,Gluconolactone"
240051,25-34,Combination,Dark circles,Medium,"Oat,Gluconolactone"
240053,18-24,Combination,Dullness,Olive,"Oat,Gluconolactone"
240055,35-44,Dry,Blackheads,Porcelain,"Oat,Gluconolactone"
240063,18-24,Combination,Stretch marks,Olive,"Oat,Gluconolactone"
240069,18-24,Normal,Cellulite,Fair,"Oat,Gluconolactone"
240070,25-34,Normal,Acne,Porcelain,"Oat,Gluconolactone"
240074,35-44,Dry,Dark circles,Light,"Oat,Gluconolactone"
240084,25-34,Dry,Sensitivity,Olive,"Oat,Gluconolactone"
240088,25-34,Dry,Dullness,Medium,"Oat,Gluconolactone"
240107,35-44,Normal,Acne,Medium,"Oat,Gluconolactone"
240108,25-34,Normal,Sun damage,Fair,"Oat,Gluconolactone"
240109,55-120,Combination,Dullness,Light,"Oat,Gluconolactone"
240117,25-34,Combination,Pores,Light,"Oat,Gluconolactone"
240120,45-54,Normal,Aging,Light,"Oat,Gluconolactone"
240122,35-44,Oily,Redness,Light,"Oat,Gluconolactone"
240123,13-17,Combination,Aging,Ebony,"Oat,Gluconolactone"
240144,25-34,Combination,Dark circles,Olive,"Oat,Gluconolactone"
240145,13-17,Combination,Dullness,Deep,"Oat,Gluconolactone"
240147,18-24,Combination,Cellulite,Deep,"Oat,Gluconolactone"
240156,25-34,Normal,Aging,Ebony,"Oat,Gluconolactone"
240161,25-34,Normal,Dark circles,Medium,"Oat,Gluconolactone"
240162,25-34,Normal,Blackheads,Tan,"Oat,Gluconolactone"
240173,25-34,Normal,Sun damage,Tan,"Oat,Gluconolactone"
240199,25-34,Normal,Cellulite,Light,"Oat,Gluconolactone"
240207,35-44,Combination,Acne,Dark,"Oat,Gluconolactone"
240211,55-120,Combination,Blackheads,Ebony,"Oat,Gluconolactone"
240220,55-120,Combination,Aging,Tan,"Oat,Gluconolactone"
240246,18-24,Combination,Sensitivity,Olive,"Oat,Gluconolactone"
240266,18-24,Dry,Uneven skin tones,Medium,"Oat,Gluconolactone"
240270,18-24,Normal,Dullness,Light,"Oat,Gluconolactone"
240277,18-24,Combination,Cellulite,Porcelain,"Oat,Gluconolactone"
240284,13-17,Normal,Redness,Fair,"Oat,Gluconolactone"
240285,35-44,Oily,Dark circles,Light,"Oat,Gluconolactone"
240287,18-24,Dry,Acne,Deep,"Oat,Gluconolactone"
240309,25-34,Oily,Sensitivity,Olive,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240310,25-34,Oily,Dullness,Dark,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240311,25-34,Combination,Aging,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240312,45-54,Combination,Acne,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240313,25-34,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240314,25-34,Combination,Acne,Tan,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240315,18-24,Combination,Acne,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240316,25-34,Dry,Sun damage,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240317,18-24,Combination,Acne,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240318,18-24,Dry,Aging,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240319,25-34,Oily,Acne,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240320,18-24,Combination,Blackheads,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240321,18-24,Normal,Redness,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240322,25-34,Combination,Aging,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240323,35-44,Combination,Aging,Tan,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240324,55-120,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240325,25-34,Normal,Aging,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240326,25-34,Normal,Acne,Deep,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240327,25-34,Combination,Acne,Olive,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240329,45-54,Combination,Aging,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240331,25-34,Combination,Acne,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240332,18-24,Normal,Aging,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240333,35-44,Dry,Acne,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240334,25-34,Combination,Dullness,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240338,25-34,Dry,Aging,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240339,25-34,Combination,Dark circles,Olive,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240341,18-24,Normal,Aging,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240342,18-24,Normal,Dullness,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240343,35-44,Dry,Aging,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240344,55-120,Combination,Aging,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240345,25-34,Normal,Dullness,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240348,25-34,Dry,Dark circles,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240350,25-34,Combination,Aging,Tan,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240351,18-24,Combination,Acne,Dark,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240353,18-24,Combination,Sensitivity,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240354,35-44,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240355,25-34,Combination,Aging,Porcelain,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240357,18-24,Dry,Aging,Deep,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240360,25-34,Oily,Aging,Porcelain,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240363,18-24,Combination,Aging,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240364,35-44,Combination,Aging,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240366,35-44,Normal,Aging,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240367,18-24,Combination,Aging,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240369,25-34,Combination,Cellulite,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240372,25-34,Combination,Dullness,Tan,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240374,18-24,Dry,Aging,Porcelain,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240375,25-34,Normal,Acne,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240377,18-24,Normal,Aging,Tan,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240378,25-34,Combination,Acne,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240379,18-24,Dry,Dullness,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240381,25-34,Combination,Dullness,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240382,25-34,Dry,Aging,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240385,18-24,Dry,Aging,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240387,25-34,Dry,Acne,Medium,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240389,13-17,Dry,Acne,Olive,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240390,35-44,Dry,Dark circles,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240391,25-34,Combination,Redness,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240393,45-54,Combination,Acne,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240395,25-34,Combination,Aging,Light,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240397,13-17,Oily,Acne,Tan,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
240401,18-24,Dry,Redness,Fair,"Lactic Acid,Soybean,Oat,Evening Primrose,Arnica Montana,Arnica"
